timestamp,usd_krw,est_usd_krw,premium
1772677247.1614063,1462.5,1454.6946201950304,-0.533701183245782
1772684499.1974156,1465.6,1455.8238347594095,-0.6670418422891953
1772688529.4499621,1465.9,1457.8027255534769,-0.5523756358907984
1772690875.6968622,1468.3,1460.4290908194846,-0.5360559272979197
1772694491.5466092,1465.0,1457.9514178684021,-0.4811318861158954
1772697158.414127,1465.2,1461.6378260745485,-0.24311861353068445
1772699250.3014815,1470.3,1462.024158590437,-0.5628675378877014
1772701653.0724185,1465.1,1459.425102582558,-0.38733857193650933
1772704791.903975,1468.7,1458.6752735817963,-0.682557800653893
1772707953.0787768,1470.6,1461.738551787821,-0.6025736578388996
1772709903.3907099,1471.0,1463.070916879826,-0.539026724688921
1772711634.404956,1472.6,1463.6177176615263,-0.6099607726791814
1772714453.3898635,1473.0,1465.5638785268113,-0.504828341696448
1772718495.724006,1479.3,1466.2028626575423,-0.885360463898986
1772721229.3613052,1478.5,1464.6841389417316,-0.934451204482138
1772724634.519563,1480.7,1467.7356381081463,-0.8755562836397476
1772732185.7593877,1485.0,1468.2217789695653,-1.1298465340360053
1772737161.0151927,1483.0,1469.6971954861492,-0.8970198593291158
1772740573.4854054,1483.0,1468.7887163560215,-0.9582794095737359
