timestamp,usd_krw,est_usd_krw,premium
1772154479.0712266,1436.4,1445.8875298604098,0.660507509078928
1772163424.49533,1434.2,1443.9892524866934,0.682558393996192
1772168679.705137,1433.5,1444.0240887747932,0.734153385057077
1772172158.9352217,1434.5,1444.2153324303174,0.6772626302068598
1772176074.8191972,1440.2,1447.9274024227145,0.5365506473208218
1772178832.0360074,1439.7,1446.3785386925474,0.46388405171545205
1772181112.9153178,1440.4,1446.994780263599,0.45784367284080646
1772183418.3887103,1440.0,1447.8436945860733,0.5447010129217568
1772186312.7435656,1441.3,1451.1897066647182,0.6861657298770716
1772189024.416538,1441.3,1451.1945705677688,0.6865031962650957
1772191247.9142184,1441.8,1453.4168033104359,0.8057153079786309
1772192947.4251375,1442.0,1455.5031238097915,0.9364163529675127
1772195173.1726236,1441.1,1456.2368884080624,1.0503704398072677
1772199446.085073,1444.4,1458.168376194598,0.9532246049984752
