timestamp,usd_krw,est_usd_krw,premium
1766628462.366144,1451.0,1475.9949260700712,1.7226000048291654
1766634170.8020062,1449.5,1475.3217244551095,1.7814228668581895
1766636649.6266634,1449.5,1474.8062194988233,1.7458585373455218
1766638430.7135773,1449.5,1474.2362430172504,1.7065362550707446
1766639875.5590641,1449.5,1474.38850494941,1.7170407002007546
1766641388.8010314,1449.5,1473.8127368857843,1.6773188606957063
1766642111.5054705,1449.5,1473.9237258803796,1.6849759144794485
1766644022.673324,1449.5,1473.6702014537175,1.6674854400632964
1766645728.1885943,1449.5,1472.3183446976188,1.5742217797598372
1766647165.9094408,1449.5,1472.5363780622858,1.589263750416409
1766648292.7124674,1449.5,1472.8082431593732,1.608019534968831
1766648921.4182224,1449.5,1472.104538875172,1.5594714643099008
1766649486.3167849,1449.5,1472.647586882209,1.5969359697971024
1766651559.7316253,1449.5,1472.6879718690136,1.5997221020361232
1766652864.2847264,1449.5,1472.396404437651,1.5796070671025162
