timestamp,usd_krw,est_usd_krw,premium
1771376236.6817508,1447.5,1480.3385267795632,2.2686374286399418
1771385877.9374652,1448.5,1479.7032798259268,2.1541787936435455
1771391583.3525739,1448.5,1477.732311659036,2.01810919289168
1771395303.3014488,1448.5,1477.8289676624925,2.0247820270964763
1771399086.1332011,1448.5,1478.2232103443584,2.0519993334041042
1771401659.926973,1450.0,1476.8967366691757,1.8549473564948726
1771405066.560571,1450.0,1474.9968039846772,1.7239175161846327
1771408367.8556402,1450.5,1475.887210826908,1.7502385954434958
1771410776.1327033,1450.5,1475.6053647930582,1.7308076382666835
1771413850.205788,1451.0,1479.246861611633,1.9467168581414882
1771415925.8838341,1451.0,1480.5412223893798,2.035921598165386
1771420673.944721,1451.4,1479.9063515899295,1.9640589492854768
1771424017.3668659,1452.3,1481.2554038278213,1.9937618830697053
1771427168.2980955,1452.5,1481.5485286509993,1.9998987023063193
1771430664.7182703,1449.9,1478.4116913894525,1.9664591619734038
1771434999.7850156,1450.8,1482.3866149849,2.177186034250073
1771437823.9770205,1451.0,1482.4179491211064,2.165261827781282
1771441808.249295,1453.5,1485.9414546985636,2.231954227627353
1771444487.988505,1454.0,1489.247283390808,2.424159793040439
1771446784.5074363,1454.0,1489.9239309090956,2.470696761285804
1771448882.0451686,1453.0,1489.0960727901777,2.4842445141209692
1771451323.3794546,1453.0,1489.3741083709413,2.5033797915307128
1771453114.8148344,1453.0,1487.856028067812,2.3989007617214093
1771455357.5819442,1453.0,1487.054435268499,2.3437326406399857
1771457232.7935355,1443.1,1485.911077379253,2.966605043257778
1771458804.381046,1453.0,1483.2889630480013,2.084581076944341
