timestamp,usd_krw,est_usd_krw,premium
1770951428.330587,1443.5,1466.178113435178,1.5710504631228208
1770958424.3129687,1443.5,1463.8958869922733,1.412946795446712
1770962051.6205397,1444.2,1467.316923495532,1.6006732790148086
1770965503.5596967,1445.7,1467.4340635602537,1.5033591727366407
1770968396.5106714,1448.5,1466.6632592883252,1.253935746518827
1770971145.7709334,1446.9,1466.5839912841773,1.3604251354051544
1770973709.5899997,1445.6,1467.0131635425125,1.4812647718948964
1770976794.8408635,1444.9,1464.9544585463384,1.3879478542693826
1770979935.2697954,1447.9,1467.5983746180725,1.3604789431640598
1770981782.594104,1449.0,1467.903203228568,1.3045688908604498
1770983443.8506246,1449.0,1469.1526586777702,1.3907977003292067
