timestamp,usd_krw,est_usd_krw,premium
1772844745.7695816,1482.0,1478.801933351125,-0.215793970909248
1772852941.7088914,1482.0,1474.061899516021,-0.5356343106598543
1772858383.6272783,1482.0,1474.5919852050981,-0.49986604553993746
1772861077.90961,1482.0,1473.9482109973835,-0.5433056007163621
1772863039.2386773,1483.0,1475.3368779900939,-0.5167310863052021
1772865770.8149247,1483.0,1473.9909232984367,-0.6074900001054176
1772867848.3335083,1483.0,1475.0314876699642,-0.5373238253564238
1772869450.4382665,1483.0,1473.6124517162705,-0.6330106732117012
1772870264.462973,1485.0,1474.2683352002778,-0.7226710302843258
1772872495.3519194,1485.0,1475.7325734960923,-0.6240691248422694
1772873914.2662263,1485.0,1474.6006615493598,-0.7002921515582655
1772876055.8489852,1485.0,1475.47886345767,-0.6411539759144742
1772877223.268512,1485.0,1476.3377296534873,-0.5833178684520365
