timestamp,usd_krw,est_usd_krw,premium
1769131424.9215565,1467.7,1484.0524300635018,1.1141534416775731
1769138069.2462564,1468.1,1482.3613934350599,0.9714183935058901
1769141602.5335896,1467.9,1482.599985954821,1.0014296583432747
1769144151.5406632,1468.3,1483.3026842294075,1.0217724054626152
1769145948.5571024,1465.3,1483.321649056623,1.2298948376866934
1769147410.660017,1465.4,1484.1825036690782,1.281732200701385
1769148008.5677373,1465.9,1482.762753789197,1.1503345241283074
1769150929.447715,1465.6,1483.278617206069,1.2062375277066746
1769152490.7474847,1468.0,1483.0387962831137,1.0244411636998432
1769154032.8540661,1469.3,1484.1884743645435,1.013303911015009
1769154749.5913467,1466.9,1482.7113823343561,1.0778773150423369
1769156148.7666743,1468.0,1484.0758405791657,1.0950845081175573
1769158108.7733676,1467.7,1486.02391643034,1.2484783287006866
1769159779.1697583,1465.5,1485.420856909579,1.3593215223185955
1769161605.0457046,1466.6,1485.0246366328795,1.2562823287112768
1769162357.7301323,1466.8,1484.6068205541967,1.2139910386008146
1769164409.958301,1467.7,1483.6510125426273,1.0868033346479027
1769165673.713505,1468.0,1485.018321103731,1.1592861787282744
1769166973.6654835,1467.7,1484.818359665294,1.1663391473253433
1769168187.9655068,1468.1,1483.8024731104867,1.0695778973153625
1769169020.3523684,1468.2,1484.6132024471808,1.1179132575385347
1769169570.320788,1468.2,1484.9447331408348,1.1404940158585202
1769173409.4477527,1468.2,1486.0809891039805,1.217885104480349
1769176229.4822578,1468.9,1486.7031861928308,1.2120080463496976
1769177614.804287,1469.1,1486.889248137897,1.210894298406996
1769179551.3608317,1469.5,1489.0499244735086,1.330379344913818
1769180472.5996408,1468.8,1487.9309477373074,1.3024882718755075
1769181354.723274,1468.6,1487.0138251245098,1.25383529378387
1769181395.136538,1468.6,1488.5622258809508,1.359269091716661
1769182538.9417295,1467.9,1487.2471412198613,1.3180149342503722
1769183651.6224868,1466.7,1484.798358248943,1.2339509271795859
1769185279.85579,1466.2,1484.2304319746188,1.2297389151970228
1769187183.1639977,1462.5,1482.0538401981782,1.3370147144053504
1769188739.3651378,1460.8,1480.3096734217577,1.3355471948081685
1769190153.626815,1456.8,1477.3045181747887,1.407503993327066
1769190922.1051283,1454.0,1477.470696567546,1.6142157199137501
1769192891.3625798,1452.0,1474.431886255219,1.5448957476046192
1769194739.4426093,1450.0,1471.959049944816,1.5144172375735094
1769196529.5358694,1451.0,1471.6290595005728,1.4217132667520878
1769197347.0477471,1451.5,1472.641937940087,1.4565579014872214
1769197947.92408,1451.5,1472.8655458265303,1.4719631985208579
1769199182.8737423,1452.0,1472.4908253940393,1.411213870112903
1769200899.8212337,1453.0,1473.1510433980184,1.3868577699943823
1769201775.4763184,1453.0,1473.1335761571297,1.3856556198988101
1769203206.6541,1453.0,1472.843666873153,1.3657031571337301
1769204337.2580914,1453.0,1473.1261186000174,1.3851423675166852
1769205061.5781038,1453.0,1473.5888481166965,1.4169888586852344
1769205611.3571415,1453.0,1473.420972713717,1.4054351489137642
1769207285.0662956,1453.0,1472.7104451409632,1.3565344212638129
1769208314.2867942,1453.0,1473.2127359314206,1.3911036429057562
1769208927.4435012,1453.0,1472.4486008439492,1.3385134785925106
1769210299.5205107,1453.0,1473.6390917408444,1.4204467818888078
1769211488.6065652,1453.0,1473.893641904262,1.4379657194949786
