timestamp,usd_krw,est_usd_krw,premium
1769306580.7514272,1454.3,1476.371532700545,1.5176739806467063
1769313598.1180742,1455.3,1476.9529512723793,1.4878685681563506
1769316960.4573548,1455.3,1475.8872092034442,1.4146367899020285
1769318817.7050653,1455.3,1475.7771555838688,1.4070745264803688
1769320210.4445136,1455.3,1476.2596543855368,1.440229120149581
1769320794.8262587,1455.3,1476.1760249902698,1.4344825802425478
1769323428.6492772,1455.3,1476.182469756758,1.4349254282112387
1769324456.9628608,1455.3,1476.1888488184588,1.4353637613178645
1769326167.2013853,1455.3,1474.9737537847195,1.3518692905050207
1769327008.9456878,1455.3,1474.1760980576594,1.2970588921637751
1769327561.8165357,1455.3,1474.582467198362,1.324982285326885
1769328893.6191041,1455.3,1475.4084637464414,1.3817401048884375
1769330642.6699948,1455.3,1475.0318602230845,1.3558620369054213
1769331504.9416745,1455.3,1474.7683361898996,1.3377541530886878
1769333208.6342432,1455.3,1473.4490755063143,1.2471020068930376
1769334208.321729,1455.3,1472.6798775786722,1.1942470678672592
1769334779.9277978,1455.3,1472.8501476146564,1.205947063468457
1769335943.2828798,1455.3,1473.1143670789636,1.2241027333858066
1769337527.4990468,1455.3,1473.8712945381121,1.2761145150905084
1769338373.977254,1455.3,1473.4930001868404,1.2501202629588701
1769339385.6200454,1455.3,1473.0482804851251,1.2195616357538086
1769340535.2918212,1455.3,1473.588901411644,1.2567100537101643
1769341316.679236,1455.3,1472.751541830248,1.1991714306499046
1769341864.583415,1455.3,1472.7989500887343,1.202429058526374
1769342417.7854145,1455.3,1472.885812951109,1.2083977840382822
1769345969.596117,1455.3,1472.910525180788,1.2100958689471617
1769348223.7190187,1455.3,1474.4996114356702,1.319288905082818
1769349165.3613005,1455.3,1473.1030125387717,1.223322513486689
1769350230.0057666,1455.3,1475.428870768008,1.3831423602011976
1769351656.9946573,1455.3,1475.3491433175047,1.377663939909626
1769352510.1074007,1455.3,1475.9071311836803,1.4160057159128974
1769353031.5431495,1455.3,1475.6312170309518,1.39704645303043
1769354524.673825,1455.3,1475.6189981874406,1.3962068430866958
1769355535.1630523,1455.3,1476.187266495245,1.4352550329997291
1769356230.500042,1455.3,1474.9403693493011,1.3495753005772817
1769356758.0569074,1455.3,1475.045005328014,1.356765294304544
1769358841.918544,1455.3,1481.043895266693,1.7689751437293355
1769359996.402862,1455.3,1480.6571972385093,1.742403438363866
1769361031.9644656,1455.3,1480.7167689427654,1.7464968695640368
1769362352.58561,1455.3,1482.3164874856705,1.8564204965072835
1769363207.589167,1455.3,1480.865497826435,1.756716678790294
1769363742.8447258,1455.3,1481.0053929395071,1.7663294811727612
1769365593.9625134,1455.3,1482.5750926998164,1.8741903868492042
1769367145.3699458,1455.3,1483.281949719695,1.9227616106435075
1769368130.0201795,1455.3,1482.9457165886613,1.8996575681070118
1769369263.7441533,1455.3,1486.499040987804,2.143821960269634
1769369991.9759786,1455.3,1487.7216355070693,2.2278317533889487
1769370543.864814,1455.3,1486.8212819660032,2.1659645410570496
