timestamp,usd_krw,est_usd_krw,premium
1769391944.241886,1445.2,1473.684633972471,1.9709821458947463
1769399144.8055058,1442.0,1469.3005699295634,1.8932434070432305
1769402685.4032893,1440.0,1463.510585036153,1.63267951639952
1769404942.1895223,1439.6,1462.6664174884227,1.6022796254808809
1769406698.8836758,1438.8,1462.7465067800792,1.6643388087350077
1769408357.6533148,1440.6,1463.1143530014954,1.5628455505688925
1769410672.744073,1440.7,1462.6620731466903,1.524402939313547
1769412657.8514233,1440.5,1463.990489260529,1.6307177549829295
1769413811.922527,1441.5,1462.7108563855218,1.471443384358083
1769414344.0527935,1443.2,1462.8143998350781,1.359090897663392
1769416890.792083,1437.0,1462.1501350447268,1.7501833712405546
1769418260.4276118,1441.0,1461.8947874714538,1.4500199494416246
1769420814.4582565,1437.3,1461.0491435289453,1.652344223818639
1769421711.060815,1438.4,1461.0088462103743,1.571805214848037
1769423926.0583825,1440.3,1461.743369734569,1.4888127289154296
1769425073.0062635,1440.2,1461.1908885802568,1.4574981655503922
1769426628.660212,1441.1,1461.9598631769886,1.4474958834909937
1769427624.500403,1443.7,1462.092659070514,1.2739945328332687
